#
# Course04.txt
#
#	コースデータ
#

#制限速度(km/h)
40

#中央分離帯オブジェクト番号
(
	200	401
	520	409
	660	401
	920	409
	1010	401
	1050	409
	1200	401
	1400	409
	1600	401
	1790	401
	2000	409
	2200	401
	2400	401
	9999	400
)

#ビルオブジェクト(AmbientObjectSpec.txtのオブジェクト番号)
(
	410 411 412 413 414 415 416 417 418 419
)

#コース座標列	double[]
(
	0.0	-5.0	0.0	0
	0.0	-5.0	50.0	0
	0.0	-5.0	100.0	0
	0.0	0.0	150.0	0
	0.0	10.0	200.0	0
	15.0	15.0	250.0	0
	20.0	20.0	300.0	0
	30.0	30.0	350.0	0
	50.0	45.0	400.0	0
	25.0	30.0	450.0	0
	10.0	10.0	500.0	0
	0.0	0.0	550.0	0
	-10.0	10.0	600.0	0
	-20.0	20.0	650.0	0
	-30.0	25.0	700.0	0
	-40.0	30.0	750.0	0
	-50.0	45.0	800.0	0
	-20.0	28.0	850.0	0
	-15.0	10.0	900.0	0
	-10.0	5.0	950.0	0
	0.0	0.0	1000.0	0
	0.0	0.0	1050.0	1
	0.0	0.0	1100.0	2
	15.0	0.0	1150.0	2
	20.0	5.0	1200.0	2
	30.0	12.0	1250.0	2
	50.0	20.0	1300.0	2
	28.0	11.0	1350.0	2
	20.0	5.0	1400.0	2
	10.0	0.0	1450.0	2
	0.0	0.0	1500.0	3
	0.0	0.0	1550.0	0
	0.0	0.0	1600.0	0
	0.0	0.0	1650.0	0
	0.0	5.0	1700.0	0
	4.0	10.0	1750.0	0
	0.0	20.0	1800.0	0
	0.0	20.0	1850.0	0
	0.0	20.0	1900.0	0
	0.0	20.0	1950.0	0
	0.0	20.0	2000.0	0
	0.0	20.0	2050.0	0
	0.0	20.0	2100.0	0
	0.0	20.0	2150.0	0
	0.0	20.0	2200.0	0
	0.0	20.0	2250.0	0
	0.0	20.0	2300.0	0
	0.0	20.0	2350.0	0
	0.0	0.0	2400.0	0
)

#環境オブジェクト
	#環境オブジェクト番号	 出現座標位置(y,x)	Y軸回転角度
	#int					 double[]			int

#女性１(ワンピース)
	10	404.0	-12.0	30

#女性２(女子高生)
	11	490.0	-13.0	180
	11	1551.2	-12.0	0

#走る人
	13	950.0	-13.0	180
	13	700.0	-11.0	0

#警察官(ダミー)
	14	1005.0	-12.0	140

#工事バリケードトラ
	20	1574.9	-13.0	0
	20	936.6	-13.2	0

#歩道橋1(40k/h)
	30	1850.0	0.0	0

#陸橋
	32	860.0	0.0	0

#河川（鉄橋）
	35	1680.0	0.0	0

#畑
	36	1940.0	0.0	0

#歩道橋2(40K/h)
	38	560.0	0.0	0

#高架道看板
	41	1500.0	0.0	180
	41	1100.1	0.0	0

#制限速度標識柱型(40k/h)
	50	1565.1	-11.4	0
	50	738.4	-11.9	0
	50	220.0	-11.0	0

#制限速度標識柱型(80k/h)
	53	1134.3	-10.2	0
	53	1252.5	-10.1	0

#ビル3
	412	755.0	-68.0	90
	412	1675.0	-68.0	90
	412	685.0	68.0	270
	412	1605.0	68.0	270

#ビル6
	415	650.0	60.0	180
	415	650.0	-60.0	0
	415	1570.0	-60.0	0
	415	1710.0	-60.0	0
	415	1570.0	60.0	180
	415	1710.0	60.0	180
	415	790.0	60.0	180
	415	790.0	-60.0	0

#ビル7
	416	1675.0	68.0	90
	416	1605.0	-68.0	270
	416	755.0	68.0	90
	416	685.0	-68.0	270

#横断歩道
	500	300.0	0.0	0
	500	500.0	0.0	0
	500	1620.0	0.0	0
	500	600.0	0.0	0
	500	1000.0	0.0	0
	500	1650.0	0.0	0
	500	700.0	0.0	0
	500	1800.0	0.0	0
	500	900.0	0.0	0
	500	730.0	0.0	0

#信号機(40k/h)
	501	730.0	12.0	180
	501	300.0	12.0	180
	501	310.0	-12.0	0
	501	500.0	12.0	180
	501	510.0	-12.0	0
	501	1630.0	-12.0	0
	501	600.0	12.0	180
	501	710.0	-12.0	0
	501	610.0	-12.0	0
	501	1010.0	-12.0	0
	501	1810.0	-12.0	0
	501	1000.0	12.0	180
	501	900.0	12.0	180
	501	1650.0	12.0	180
	501	1800.0	12.0	180
	501	910.0	-12.0	0

#交差点
	504	1640.0	0.0	0
	504	720.0	0.0	0

#バス停（お客あり）
	511	1880.0	-11.0	0
	511	2480.0	-11.0	0
	511	380.0	-11.0	0
	511	680.0	-11.0	0

#バス停（お客ランダム）
	512	2180.0	-11.0	0
	512	980.0	-11.0	0

#環境車(路駐)
	590	570.0	-9.0	0	(0 0)
	590	650.0	-9.0	0	(0 1)
	590	711.9	31.1	270	(0 6)
	590	728.1	-28.9	90	(0 2)
	590	840.0	-9.0	0	(0 3)
	590	930.0	-9.0	0	(0 2)
	590	985.3	-9.4	0	(0 4)
	590	1648.2	-31.5	90	(0 1)
	590	1645.1	-30.5	90	(0 3)
	590	1280.0	-9.0	0	(0 1)
	590	1369.9	-8.8	0	(0 10)

#タクシー客
	600	673.0	-11.0	140

#警察官(ネズミ捕りおすわり)
	700	939.5	-13.4	90
	700	1577.6	-13.7	90

#警察官(信号無視監視)
	710	705.0	-12.0	150
	710	1805.0	-12.0	150
	710	505.0	-12.0	150

#警察官(逆走監視)
	720	1105.0	12.0	240

-1

#路面情報
#種別 車線番号 開始位置 終了位置
1	-1	410.0	470.0
1	-3	760.0	870.0
1	-1	1360.0	1440.0
1	-1	1830.0	1920.0

-1

