#
# Course02.txt
#
#	コースデータ
#

#制限速度(km/h)
60

#中央分離帯オブジェクト番号
(
	400	400
	800	401
	1200	400
	9999	401
)

#ビルオブジェクト(AmbientObjectSpec.txtのオブジェクト番号)
(
	410 411 412 413 414 415 416 417 418 419
)

#コース座標列	double[]
(
	0.0	0.0	0.0	0
	0.0	0.0	50.0	0
	-10.0	0.0	100.0	0
	-10.0	0.0	150.0	0
	-30.0	-5.0	200.0	0
	-30.0	-5.0	250.0	0
	-20.0	-10.0	300.0	0
	-20.0	-10.0	350.0	0
	0.0	-10.0	400.0	0
	0.0	-10.0	450.0	0
	0.0	-10.0	500.0	0
	0.0	-10.0	550.0	0
	0.0	-5.0	600.0	0
	0.0	-5.0	650.0	0
	10.0	0.0	700.0	0
	10.0	0.0	750.0	0
	30.0	5.0	800.0	0
	30.0	5.0	850.0	0
	10.0	0.0	900.0	0
	10.0	0.0	950.0	0
	0.0	0.0	1000.0	0
	0.0	0.0	1050.0	0
	0.0	0.0	1100.0	0
	0.0	0.0	1150.0	0
	0.0	0.0	1200.0	0
	0.0	0.0	1250.0	0
	0.0	0.0	1300.0	0
	0.0	0.0	1350.0	0
	-10.0	5.0	1400.0	0
	-10.0	5.0	1450.0	0
	-10.0	5.0	1500.0	0
	-10.0	5.0	1550.0	0
	-5.0	0.0	1600.0	0
	0.0	0.0	1650.0	0
	0.0	0.0	1700.0	0
	0.0	0.0	1750.0	0
	0.0	0.0	1800.0	0
	0.0	0.0	1850.0	0
	15.0	0.0	1900.0	0
	15.0	0.0	1950.0	0
	5.0	0.0	2000.0	0
	5.0	0.0	2050.0	0
	0.0	0.0	2100.0	0
	0.0	0.0	2150.0	0
	0.0	0.0	2200.0	0
	0.0	0.0	2250.0	0
	0.0	0.0	2300.0	0
	0.0	0.0	2350.0	0
	0.0	0.0	2400.0	0
	0.0	0.0	2450.0	0
	-3.0	0.0	2500.0	0
	4.0	-3.0	2550.0	0
	0.0	-5.0	2600.0	0
	0.0	0.0	2650.0	0
	0.0	0.0	2700.0	0
	0.0	0.0	2750.0	0
	0.0	0.0	2800.0	0
	0.0	0.0	2850.0	0
	0.0	0.0	2900.0	0
	0.0	0.0	2950.0	0
	0.0	0.0	3000.0	0
)

#環境オブジェクト
	#環境オブジェクト番号	 出現座標位置(y,x)	Y軸回転角度
	#int					 double[]			int

#女性１(ワンピース)
	10	473.0	-13.0	90

#女性２(女子高生)
	11	2571.3	-13.7	180
	11	594.0	-12.0	180
	11	2101.5	-11.9	0
	11	1523.0	-13.0	10
	11	1836.0	-12.4	0

#男性(サラリーマン)
	12	656.0	-13.0	180
	12	2150.6	-12.4	0
	12	1257.0	-12.0	180
	12	1481.8	-11.9	0

#工事バリケードトラ
	20	2600.0	-12.3	0
	20	786.2	-2.1	0
	20	2154.4	-12.5	0
	20	1794.5	-5.1	0

#工事バリケード山形
	21	1788.2	-4.8	0
	21	1791.7	-5.4	0

#障害物（コーン）
	22	1961.0	-1.3	0
	22	1964.1	-2.1	0
	22	779.8	-2.2	0
	22	775.4	-1.0	0

#看板
	23	1650.0	-12.0	0

#陸橋
	32	2050.0	0.0	0
	32	1140.0	0.0	0

#アンダーパス
	33	1360.0	0.0	0

#河川（鉄橋）
	35	2260.0	0.0	0

#歩道橋1(60K/h)
	37	2450.0	0.0	0

#歩道橋2(60K/h)
	40	550.0	0.0	0

#制限速度標識柱型(60k/h)
	52	1730.2	-12.2	0
	52	1220.0	-11.0	0
	52	2220.0	-11.0	0
	52	720.0	-11.0	0
	52	220.0	-11.0	0

#ビル3
	412	535.0	-68.0	90
	412	465.0	68.0	270
	412	2365.0	68.0	270
	412	945.0	-68.0	90
	412	1675.0	68.0	270
	412	875.0	68.0	270
	412	2435.0	-68.0	90
	412	1745.0	-68.0	90

#ビル6
	415	2470.0	-60.0	0
	415	2470.0	60.0	180
	415	430.0	60.0	180
	415	570.0	-60.0	0
	415	430.0	-60.0	0
	415	1780.0	-60.0	0
	415	570.0	60.0	180
	415	1780.0	60.0	180
	415	1640.0	-60.0	0
	415	1640.0	60.0	180
	415	2330.0	-60.0	0
	415	2330.0	60.0	180
	415	840.0	60.0	180
	415	980.0	-60.0	0
	415	980.0	60.0	180
	415	840.0	-60.0	0

#ビル7
	416	2365.0	-68.0	270
	416	465.0	-68.0	270
	416	945.0	68.0	90
	416	875.0	-68.0	270
	416	2435.0	68.0	90
	416	1675.0	-68.0	270
	416	1745.0	68.0	90
	416	535.0	68.0	90

#横断歩道
	500	1900.0	0.0	0
	500	1690.0	0.0	0
	500	1482.7	-0.1	0
	500	1720.0	0.0	0
	500	510.0	0.0	0
	500	700.0	0.0	0
	500	480.0	0.0	0
	500	1300.0	0.0	0
	500	400.0	0.0	0
	500	2410.0	0.0	0
	500	2200.0	0.0	0
	500	2380.0	0.0	0
	500	1000.0	0.0	0

#信号機(60k/h)
	503	1720.0	12.0	180
	503	2410.0	12.0	180
	503	2390.0	-12.0	0
	503	400.0	12.0	180
	503	2210.0	-12.0	0
	503	2200.0	12.0	180
	503	490.0	-12.0	0
	503	1900.0	12.0	180
	503	410.0	-12.0	0
	503	1910.0	-12.0	0
	503	710.0	-12.0	0
	503	700.0	12.0	180
	503	1700.0	-12.0	0
	503	1000.0	12.0	180
	503	1010.0	-12.0	0
	503	510.0	12.0	180
	503	1300.0	12.0	180
	503	1310.0	-12.0	0
	503	1488.9	-12.3	0
	503	1486.7	13.0	180

#交差点
	504	2400.0	0.0	0
	504	1710.0	0.0	0
	504	500.0	0.0	0

#踏切
	505	910.0	0.0	0

#バス停（お客あり）
	511	1550.0	-11.0	0
	511	950.0	-11.0	0
	511	1250.0	-11.0	0
	511	350.0	-11.0	0

#バス停（お客ランダム）
	512	650.0	-11.0	0

#街路樹(その1)
	520	1072.0	13.7	0

#環境車(路駐)
	590	795.3	-1.7	0	(0 10)
	590	2395.1	30.0	270	(0 0)
	590	2408.2	-29.4	90	(0 5)
	590	2391.6	27.8	270	(0 4)
	590	857.2	-8.9	0	(0 6)
	590	849.1	-9.0	0	(0 3)
	590	2358.9	-9.2	0	(0 4)
	590	1750.0	-9.0	0	(0 0)
	590	508.4	-32.7	90	(0 1)
	590	842.8	-9.2	0	(0 0)
	590	2247.2	-9.1	0	(0 2)
	590	2240.0	-9.0	0	(0 0)
	590	750.0	-9.0	0	(0 2)
	590	1170.0	-9.0	0	(0 4)
	590	1213.3	-9.2	0	(0 0)
	590	505.0	-30.0	90	(0 3)
	590	1972.2	-1.7	0	(0 10)
	590	1360.0	-9.0	0	(0 6)

#タクシー客
	600	1067.0	-11.0	180
	600	988.0	-11.0	180
	600	1158.0	-11.0	120
	600	2020.0	-11.0	90
	600	523.0	-11.0	140

#警察官(ネズミ捕りおすわり)
	700	2155.8	-12.9	90

#警察官(信号無視監視)
	710	707.4	-12.4	110
	710	1697.4	-12.6	110
	710	2386.9	-12.9	110
	710	1007.2	-13.0	110
	710	407.1	-12.4	110
	710	2206.8	-12.5	110
	710	1307.1	-12.4	110
	710	487.1	-12.3	110

-1

#路面情報
#種別 車線番号 開始位置 終了位置
1	-3	770.0	870.0
1	-2	1790.0	1830.0
1	-3	1960.0	2020.0

-1

